id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label,confidence_score,confidence_pct,is_synthetic,data_source
SYN-POWR-JHA-PKG-16E,[SYNTHETIC] Jharkhand 765kV Green Energy Transmission Link (Pkg 16E),Power,Jharkhand,Kalpataru Power Transmission,SJVN,Ministry of Power,2019-09-03,2565.4,54.9,62.8,-7.9,1.141,2,0.69,0.642,60.4,1.0,0.631,24.0,67.5,0.297,0.0,43,moderate,1,86.1,86.1,True,SYNTHETIC
SYN-WATR-GUJ-PKG-17F,[SYNTHETIC] Gujarat Jal Jeevan Mission Bulk Water Pipeline (Pkg 17F),Water,Gujarat,Patel Engineering,WAPCOS,Ministry of Jal Shakti,2019-09-05,3353.4,51.4,58.4,-7.0,1.257,2,0.389,0.544,76.3,1.22,0.678,42.3,69.1,0.298,0.0,36,moderate,1,85.9,85.9,True,SYNTHETIC
SYN-TELC-LAD-PKG-18G,[SYNTHETIC] Ladakh BharatNet Phase-III Optical Fiber Grid (Pkg 18G),Telecom,Ladakh,Sterlite Technologies,BBNL (BharatNet),Ministry of Communications,2019-09-06,4888.8,92.5,90.9,1.6,0.98,0,0.972,0.116,76.4,1.75,0.527,21.3,73.5,0.198,0.0,6,on_track,0,92.6,92.6,True,SYNTHETIC
SYN-HWAY-MAN-PKG-19H,[SYNTHETIC] Manipur Strategic Border Highway NH-Pass (Pkg 19H),Highways,Manipur,L&T Construction,State PWD Highways,Ministry of Road Transport and Highways,2019-09-07,871.7,50.5,66.8,-16.3,1.482,12,0.86,0.746,54.8,0.92,0.744,44.7,61.4,0.447,0.0,118,high_risk,2,76.9,76.9,True,SYNTHETIC
SYN-HWAY-TAM-PKG-20A,[SYNTHETIC] Tamil Nadu 4-Lane Ring Road Bypass (Pkg 20A),Highways,Tamil Nadu,L&T Construction,MoRTH,Ministry of Road Transport and Highways,2019-09-10,2623.9,28.2,30.4,-2.2,0.982,0,0.439,0.623,76.1,1.6,0.801,35.0,59.4,0.483,0.0,9,on_track,0,92.0,92.0,True,SYNTHETIC
SYN-POWR-CHA-PKG-21B,[SYNTHETIC] Chandigarh 800kV HVDC Inter-Regional Dipole Line (Pkg 21B),Power,Chandigarh,Tata Power,POWERGRID,Ministry of Power,2019-09-12,1376.7,45.2,55.2,-10.0,1.157,2,0.236,0.279,70.9,1.24,0.725,30.1,71.7,0.39,0.0,42,moderate,1,84.6,84.6,True,SYNTHETIC
SYN-WATR-AND-PKG-22C,[SYNTHETIC] Andhra Pradesh Multi-Purpose Barrage & Canal Network (Pkg 22C),Water,Andhra Pradesh,NCC Limited,NWDA,Ministry of Jal Shakti,2019-09-13,2452.2,87.9,86.0,1.9,0.967,2,0.415,0.64,83.0,1.56,0.645,52.8,73.1,0.336,0.0,11,on_track,0,97.4,97.4,True,SYNTHETIC
SYN-URBN-HAR-PKG-23D,[SYNTHETIC] Haryana Flyover Grade Separator Complex (Pkg 23D),Urban Development,Haryana,Afcons Infrastructure,Maha Metro,Ministry of Housing & Urban Affairs,2019-09-22,342.1,82.0,87.4,-5.4,1.278,2,0.216,0.246,52.5,1.2,0.606,33.7,63.1,0.528,0.0,45,moderate,1,87.0,87.0,True,SYNTHETIC
SYN-TELC-CHH-PKG-24E,[SYNTHETIC] Chhattisgarh High-Altitude Satellite Earth Ground Node (Pkg 24E),Telecom,Chhattisgarh,HFCL,BSNL,Ministry of Communications,2019-09-27,1415.2,42.3,47.3,-5.0,1.158,6,0.604,0.632,51.1,1.36,0.651,15.1,57.0,0.322,0.0,62,moderate,1,92.2,92.2,True,SYNTHETIC
SYN-HWAY-MAH-PKG-25F,[SYNTHETIC] Maharashtra 4-Lane Ring Road Bypass (Pkg 25F),Highways,Maharashtra,L&T Construction,NHIDCL,Ministry of Road Transport and Highways,2019-09-28,5303.0,79.8,79.4,0.4,1.022,0,0.53,0.776,75.8,2.24,0.726,52.1,71.1,0.393,0.0,19,on_track,0,91.7,91.7,True,SYNTHETIC
SYN-HWAY-JAM-PKG-01G,[SYNTHETIC] Jammu & Kashmir Greenfield Freight Motorway Section (Pkg 01G),Highways,Jammu & Kashmir,Tata Projects,BRO,Ministry of Road Transport and Highways,2019-10-02,3594.4,40.0,56.0,-16.0,1.227,18,0.952,0.602,49.5,0.77,0.702,33.6,65.6,0.471,0.0,93,high_risk,2,89.5,89.5,True,SYNTHETIC
SYN-RLWY-MEG-PKG-02H,[SYNTHETIC] Meghalaya Multi-Modal Terminal Railway Yard (Pkg 02H),Railways,Meghalaya,Kalpataru Projects,NHSRCL,Ministry of Railways,2019-10-06,3624.7,42.2,45.7,-3.5,1.189,2,0.809,0.99,71.0,1.3,0.806,51.6,74.1,0.393,0.0,71,moderate,1,83.4,83.4,True,SYNTHETIC
SYN-POWR-KAR-PKG-03A,[SYNTHETIC] Karnataka 800kV HVDC Inter-Regional Dipole Line (Pkg 03A),Power,Karnataka,Sterlite Power,SJVN,Ministry of Power,2019-10-08,4519.2,52.6,67.9,-15.3,1.453,24,0.554,0.62,54.1,0.81,0.653,32.0,66.2,0.389,0.0,113,high_risk,2,75.3,75.3,True,SYNTHETIC
SYN-WATR-KER-PKG-04B,[SYNTHETIC] Kerala Jal Jeevan Mission Bulk Water Pipeline (Pkg 04B),Water,Kerala,GVPR Engineers,State Water Resource Dept,Ministry of Jal Shakti,2019-10-13,3978.3,41.2,57.7,-16.5,1.415,12,0.683,0.912,40.0,1.03,0.576,50.0,67.0,0.342,0.0,142,high_risk,2,75.6,75.6,True,SYNTHETIC
SYN-TELC-HIM-PKG-05C,[SYNTHETIC] Himachal Pradesh High-Altitude Satellite Earth Ground Node (Pkg 05C),Telecom,Himachal Pradesh,TCIL,RailTel,Ministry of Communications,2019-10-15,4348.2,40.0,47.4,-7.4,1.211,12,0.869,0.818,70.7,1.05,0.556,12.2,72.0,0.228,0.0,59,moderate,1,80.6,80.6,True,SYNTHETIC
SYN-HWAY-AND-PKG-06D,[SYNTHETIC] Andhra Pradesh Greenfield Freight Motorway Section (Pkg 06D),Highways,Andhra Pradesh,L&T Construction,MoRTH,Ministry of Road Transport and Highways,2019-10-26,2571.6,58.7,57.1,1.6,0.942,0,0.449,0.681,77.3,1.56,0.753,32.3,59.9,0.358,0.0,11,on_track,0,94.5,94.5,True,SYNTHETIC
SYN-RLWY-CHH-PKG-07E,[SYNTHETIC] Chhattisgarh Dedicated Freight Corridor Section (Pkg 07E),Railways,Chhattisgarh,Kalpataru Projects,RVNL,Ministry of Railways,2019-10-26,2020.2,91.9,88.6,3.3,1.002,0,0.613,0.614,99.1,2.12,0.814,53.0,64.6,0.381,0.0,16,on_track,0,89.4,89.4,True,SYNTHETIC
SYN-RLWY-KAR-PKG-08F,[SYNTHETIC] Karnataka High-Speed Bullet Rail Viaduct (Pkg 08F),Railways,Karnataka,Tata Projects,DFCCIL,Ministry of Railways,2019-11-01,2841.4,40.2,56.9,-16.7,1.406,18,0.553,0.624,58.3,0.77,0.697,32.8,63.5,0.407,0.0,179,high_risk,2,89.6,89.6,True,SYNTHETIC
SYN-POWR-PUN-PKG-09G,[SYNTHETIC] Punjab Ultra-Mega Solar Park Substation Grid (Pkg 09G),Power,Punjab,L&T Power Transmission,NTPC,Ministry of Power,2019-11-03,5010.3,71.4,73.1,-1.7,1.048,0,0.23,0.328,90.0,1.88,0.614,24.6,58.4,0.392,0.0,25,on_track,0,95.2,95.2,True,SYNTHETIC
SYN-WATR-LAD-PKG-10H,[SYNTHETIC] Ladakh Lift Irrigation Distribution System (Pkg 10H),Water,Ladakh,NCC Limited,State Water Resource Dept,Ministry of Jal Shakti,2019-11-12,4842.0,41.8,67.6,-25.8,1.652,24,0.973,0.148,42.1,0.8,0.671,45.3,69.5,0.408,0.0,207,critical,2,91.1,91.1,True,SYNTHETIC
SYN-URBN-PUD-PKG-11A,[SYNTHETIC] Puducherry Underground Metro Boring & Station Pkg (Pkg 11A),Urban Development,Puducherry,L&T Construction,BMRCL,Ministry of Housing & Urban Affairs,2019-11-24,4419.8,23.3,49.9,-26.6,1.789,36,0.305,0.65,35.2,0.62,0.562,20.6,56.6,0.518,0.0,264,critical,2,82.3,82.3,True,SYNTHETIC
SYN-TELC-MAH-PKG-12B,[SYNTHETIC] Maharashtra High-Altitude Satellite Earth Ground Node (Pkg 12B),Telecom,Maharashtra,L&T Technology Services,BBNL (BharatNet),Ministry of Communications,2019-11-25,5129.2,36.6,58.6,-22.0,1.902,18,0.532,0.762,44.1,0.56,0.577,27.9,62.0,0.268,0.0,424,critical,2,85.9,85.9,True,SYNTHETIC
SYN-RLWY-ASS-PKG-13C,[SYNTHETIC] Assam Mountain Tunnel & Gauge Conversion (Pkg 13C),Railways,Assam,Afcons Infrastructure,IRCON,Ministry of Railways,2019-11-28,2930.6,22.6,32.1,-9.5,1.172,6,0.75,0.979,68.1,1.18,0.779,64.1,62.1,0.346,0.0,65,moderate,1,78.8,78.8,True,SYNTHETIC
SYN-POWR-JHA-PKG-14D,[SYNTHETIC] Jharkhand 765kV Green Energy Transmission Link (Pkg 14D),Power,Jharkhand,Tata Power,NEEPCO,Ministry of Power,2019-12-22,4737.7,42.4,48.9,-6.5,1.169,6,0.655,0.579,59.2,1.07,0.596,20.3,63.7,0.367,0.0,80,moderate,1,91.4,91.4,True,SYNTHETIC
SYN-POWR-PUN-PKG-15E,[SYNTHETIC] Punjab 765kV Green Energy Transmission Link (Pkg 15E),Power,Punjab,Tata Power,NTPC,Ministry of Power,2019-12-29,5291.5,43.5,41.2,2.3,0.982,0,0.223,0.296,77.5,2.2,0.765,23.1,72.6,0.32,0.0,10,on_track,0,90.0,90.0,True,SYNTHETIC
SYN-WATR-TAM-PKG-16F,[SYNTHETIC] Tamil Nadu Inter-River Basin Transfer Aqueduct (Pkg 16F),Water,Tamil Nadu,Megha Engineering (MEIL),State Water Resource Dept,Ministry of Jal Shakti,2019-12-31,305.1,51.0,51.4,-0.4,0.944,2,0.407,0.57,89.8,1.55,0.672,47.7,70.2,0.244,0.0,17,on_track,0,84.4,84.4,True,SYNTHETIC
SYN-URBN-CHA-PKG-17G,[SYNTHETIC] Chandigarh Underground Metro Boring & Station Pkg (Pkg 17G),Urban Development,Chandigarh,Reliance Infra - Astaldi JV,MMRDA,Ministry of Housing & Urban Affairs,2020-01-05,2088.6,74.2,82.1,-7.9,1.113,6,0.25,0.308,63.7,1.42,0.669,39.0,61.7,0.592,0.0,37,moderate,1,78.5,78.5,True,SYNTHETIC
SYN-TELC-GUJ-PKG-18H,[SYNTHETIC] Gujarat 100Gbps DWDM National Backbone Link (Pkg 18H),Telecom,Gujarat,ITI Limited,BSNL,Ministry of Communications,2020-01-06,4928.7,56.1,70.8,-14.7,1.345,12,0.364,0.574,47.3,0.73,0.38,23.5,59.6,0.335,0.0,155,high_risk,2,88.3,88.3,True,SYNTHETIC
SYN-HWAY-JAM-PKG-19A,[SYNTHETIC] Jammu & Kashmir Strategic Border Highway NH-Pass (Pkg 19A),Highways,Jammu & Kashmir,KNR Constructions,MoRTH,Ministry of Road Transport and Highways,2020-01-07,3018.2,14.0,43.3,-29.3,1.96,18,0.904,0.561,40.3,0.79,0.691,32.7,69.6,0.442,0.0,395,critical,2,89.4,89.4,True,SYNTHETIC
SYN-POWR-ARU-PKG-20B,[SYNTHETIC] Arunachal Pradesh 765kV Green Energy Transmission Link (Pkg 20B),Power,Arunachal Pradesh,BHEL,NEEPCO,Ministry of Power,2020-01-10,2407.7,94.6,92.0,2.6,1.011,2,0.958,0.816,86.5,1.97,0.598,33.0,65.3,0.309,0.0,19,on_track,0,84.0,84.0,True,SYNTHETIC
SYN-WATR-RAJ-PKG-21C,[SYNTHETIC] Rajasthan Inter-River Basin Transfer Aqueduct (Pkg 21C),Water,Rajasthan,NCC Limited,Jal Nigam,Ministry of Jal Shakti,2020-01-14,3308.5,62.3,64.0,-1.7,0.986,0,0.324,0.21,79.0,1.36,0.624,32.2,59.8,0.26,0.0,0,on_track,0,92.5,92.5,True,SYNTHETIC
SYN-URBN-WES-PKG-22D,[SYNTHETIC] West Bengal Smart City Integrated Command Centre (Pkg 22D),Urban Development,West Bengal,L&T Construction,Maha Metro,Ministry of Housing & Urban Affairs,2020-01-27,1079.0,77.9,86.6,-8.7,1.1,2,0.357,0.793,75.3,1.01,0.613,29.5,63.0,0.501,0.0,66,moderate,1,90.3,90.3,True,SYNTHETIC
SYN-URBN-GUJ-PKG-23E,[SYNTHETIC] Gujarat Multi-Modal Transit Terminal Hub (Pkg 23E),Urban Development,Gujarat,ITD Cementation,UPMRC,Ministry of Housing & Urban Affairs,2020-02-11,2561.9,15.7,40.3,-24.6,1.628,36,0.341,0.598,25.3,0.84,0.64,20.5,73.2,0.635,0.0,201,critical,2,76.8,76.8,True,SYNTHETIC
SYN-HWAY-GUJ-PKG-24F,[SYNTHETIC] Gujarat Greenfield Freight Motorway Section (Pkg 24F),Highways,Gujarat,IRB Infrastructure,BRO,Ministry of Road Transport and Highways,2020-03-04,3150.2,57.7,62.2,-4.5,1.224,2,0.352,0.518,76.4,1.24,0.593,34.2,72.7,0.419,0.0,59,moderate,1,85.0,85.0,True,SYNTHETIC
SYN-HWAY-HAR-PKG-25G,[SYNTHETIC] Haryana Greenfield Freight Motorway Section (Pkg 25G),Highways,Haryana,Tata Projects,NHIDCL,Ministry of Road Transport and Highways,2020-03-12,4891.2,44.8,52.4,-7.6,1.105,6,0.259,0.259,56.7,1.53,0.63,38.2,71.0,0.507,0.0,89,moderate,1,90.6,90.6,True,SYNTHETIC
SYN-POWR-TAM-PKG-01H,[SYNTHETIC] Tamil Nadu 765kV Green Energy Transmission Link (Pkg 01H),Power,Tamil Nadu,Sterlite Power,POWERGRID,Ministry of Power,2020-03-12,4977.3,50.6,61.8,-11.2,1.299,12,0.391,0.58,60.6,0.93,0.606,23.9,66.7,0.382,0.0,125,high_risk,2,77.3,77.3,True,SYNTHETIC
SYN-WATR-KER-PKG-02A,[SYNTHETIC] Kerala Lift Irrigation Distribution System (Pkg 02A),Water,Kerala,Megha Engineering (MEIL),State Water Resource Dept,Ministry of Jal Shakti,2020-03-17,2950.9,81.6,85.9,-4.3,1.18,6,0.648,0.897,53.3,1.04,0.678,28.9,61.2,0.316,0.0,37,moderate,1,93.1,93.1,True,SYNTHETIC
SYN-WATR-AND-PKG-03B,[SYNTHETIC] Andaman & Nicobar Multi-Purpose Barrage & Canal Network (Pkg 03B),Water,Andaman & Nicobar,Vishwa Infrastructures,PPA / CWC,Ministry of Jal Shakti,2020-03-20,1553.6,72.4,77.3,-4.9,1.22,2,0.737,0.877,50.9,1.45,0.673,46.3,62.2,0.289,0.0,46,moderate,1,79.7,79.7,True,SYNTHETIC
SYN-TELC-WES-PKG-04C,[SYNTHETIC] West Bengal High-Altitude Satellite Earth Ground Node (Pkg 04C),Telecom,West Bengal,HFCL,BSNL,Ministry of Communications,2020-03-20,2964.2,13.8,40.7,-26.9,1.586,18,0.392,0.78,24.0,0.78,0.546,13.7,61.2,0.177,0.0,369,critical,2,78.0,78.0,True,SYNTHETIC
SYN-TELC-PUN-PKG-05D,[SYNTHETIC] Punjab High-Altitude Satellite Earth Ground Node (Pkg 05D),Telecom,Punjab,HFCL,TCIL,Ministry of Communications,2020-03-30,442.6,51.4,55.6,-4.2,1.204,2,0.243,0.338,61.7,1.02,0.531,12.5,74.6,0.274,0.0,60,moderate,1,86.7,86.7,True,SYNTHETIC
SYN-HWAY-PUN-PKG-06E,[SYNTHETIC] Punjab Multi-Span Elevated Viaduct Stretch (Pkg 06E),Highways,Punjab,Tata Projects,NHAI,Ministry of Road Transport and Highways,2020-04-02,1889.9,38.8,57.5,-18.7,1.398,12,0.237,0.331,46.1,1.13,0.825,49.8,64.7,0.564,0.0,118,high_risk,2,84.0,84.0,True,SYNTHETIC
SYN-POWR-CHH-PKG-07F,[SYNTHETIC] Chhattisgarh 800kV HVDC Inter-Regional Dipole Line (Pkg 07F),Power,Chhattisgarh,Kalpataru Power Transmission,NHPC,Ministry of Power,2020-04-08,3879.0,79.2,89.3,-10.1,1.123,2,0.626,0.598,50.7,1.19,0.657,32.5,73.2,0.326,0.0,76,moderate,1,87.0,87.0,True,SYNTHETIC
SYN-WATR-BIH-PKG-08G,[SYNTHETIC] Bihar Inter-River Basin Transfer Aqueduct (Pkg 08G),Water,Bihar,Patel Engineering,WAPCOS,Ministry of Jal Shakti,2020-04-12,1501.2,42.4,41.2,1.2,1.029,0,0.279,0.901,91.6,2.21,0.676,46.3,57.6,0.313,0.0,17,on_track,0,85.1,85.1,True,SYNTHETIC
SYN-URBN-TAM-PKG-09H,[SYNTHETIC] Tamil Nadu Underground Metro Boring & Station Pkg (Pkg 09H),Urban Development,Tamil Nadu,L&T Construction,DMRC,Ministry of Housing & Urban Affairs,2020-04-17,3948.0,50.2,49.2,1.0,0.951,2,0.446,0.568,77.7,1.57,0.596,28.8,66.1,0.636,0.0,9,on_track,0,96.8,96.8,True,SYNTHETIC
SYN-URBN-AND-PKG-10A,[SYNTHETIC] Andhra Pradesh Underground Metro Boring & Station Pkg (Pkg 10A),Urban Development,Andhra Pradesh,Tata Projects,Smart City SPV,Ministry of Housing & Urban Affairs,2020-04-19,1603.2,30.5,38.4,-7.9,1.224,12,0.427,0.667,75.4,1.15,0.524,18.5,58.7,0.639,0.0,71,moderate,1,90.6,90.6,True,SYNTHETIC
SYN-TELC-RAJ-PKG-11B,[SYNTHETIC] Rajasthan Strategic Submarine OFC Coastal Terminal (Pkg 11B),Telecom,Rajasthan,Tejas Networks,USOF (DoT),Ministry of Communications,2020-04-21,4448.5,27.8,47.8,-20.0,1.478,24,0.357,0.242,63.1,0.86,0.633,14.9,56.4,0.282,0.0,160,high_risk,2,81.0,81.0,True,SYNTHETIC
SYN-HWAY-UTT-PKG-12C,[SYNTHETIC] Uttar Pradesh 4-Lane Ring Road Bypass (Pkg 12C),Highways,Uttar Pradesh,PNC Infratech,NHAI,Ministry of Road Transport and Highways,2020-04-23,2027.3,20.0,51.7,-31.7,1.857,18,0.259,0.58,22.4,0.86,0.715,36.3,67.3,0.452,0.0,493,critical,2,82.8,82.8,True,SYNTHETIC
SYN-RLWY-UTT-PKG-13D,[SYNTHETIC] Uttar Pradesh Mountain Tunnel & Gauge Conversion (Pkg 13D),Railways,Uttar Pradesh,Ircon International,IRCON,Ministry of Railways,2020-04-30,5026.3,50.3,64.9,-14.6,1.454,18,0.227,0.554,40.2,1.11,0.827,59.1,63.4,0.387,0.0,109,high_risk,2,76.3,76.3,True,SYNTHETIC
SYN-POWR-LAK-PKG-14E,[SYNTHETIC] Lakshadweep 800kV HVDC Inter-Regional Dipole Line (Pkg 14E),Power,Lakshadweep,L&T Power Transmission,NTPC,Ministry of Power,2020-05-07,2175.6,62.6,72.8,-10.2,1.106,2,0.602,0.832,68.4,1.32,0.598,24.9,64.8,0.343,0.0,31,moderate,1,82.6,82.6,True,SYNTHETIC
SYN-WATR-AND-PKG-15F,[SYNTHETIC] Andaman & Nicobar Multi-Purpose Barrage & Canal Network (Pkg 15F),Water,Andaman & Nicobar,Larsen & Toubro Water,Jal Nigam,Ministry of Jal Shakti,2020-05-10,4698.1,28.6,26.6,2.0,1.059,2,0.721,0.87,77.5,1.47,0.622,56.6,61.5,0.278,0.0,3,on_track,0,90.0,90.0,True,SYNTHETIC
SYN-URBN-PUD-PKG-16G,[SYNTHETIC] Puducherry Smart City Integrated Command Centre (Pkg 16G),Urban Development,Puducherry,Tata Projects,Smart City SPV,Ministry of Housing & Urban Affairs,2020-05-18,3306.3,74.1,73.9,0.2,1.014,0,0.288,0.546,79.2,2.06,0.541,42.1,59.8,0.577,0.0,25,on_track,0,84.3,84.3,True,SYNTHETIC
SYN-HWAY-MAD-PKG-17H,[SYNTHETIC] Madhya Pradesh Multi-Span Elevated Viaduct Stretch (Pkg 17H),Highways,Madhya Pradesh,KNR Constructions,MoRTH,Ministry of Road Transport and Highways,2020-05-26,1865.4,30.0,48.2,-18.2,1.352,18,0.534,0.569,43.5,1.25,0.666,36.3,65.3,0.412,0.0,148,high_risk,2,79.3,79.3,True,SYNTHETIC
SYN-RLWY-KER-PKG-18A,[SYNTHETIC] Kerala High-Speed Bullet Rail Viaduct (Pkg 18A),Railways,Kerala,Kalpataru Projects,IRCON,Ministry of Railways,2020-06-07,974.6,66.0,69.3,-3.3,1.16,2,0.616,0.886,70.9,1.08,0.81,33.8,68.7,0.291,0.0,88,moderate,1,90.5,90.5,True,SYNTHETIC
SYN-RLWY-MAH-PKG-19B,[SYNTHETIC] Maharashtra Mountain Tunnel & Gauge Conversion (Pkg 19B),Railways,Maharashtra,Afcons Infrastructure,Indian Railways,Ministry of Railways,2020-06-08,468.9,81.3,79.0,2.3,0.968,0,0.576,0.811,78.7,1.64,0.782,43.6,65.1,0.385,0.0,25,on_track,0,86.7,86.7,True,SYNTHETIC
SYN-WATR-CHH-PKG-20C,[SYNTHETIC] Chhattisgarh Multi-Purpose Barrage & Canal Network (Pkg 20C),Water,Chhattisgarh,Vishwa Infrastructures,State Water Resource Dept,Ministry of Jal Shakti,2020-06-18,4572.6,86.5,86.2,0.3,1.039,0,0.595,0.581,92.0,2.18,0.628,48.2,58.8,0.267,0.0,20,on_track,0,86.0,86.0,True,SYNTHETIC
SYN-URBN-AND-PKG-21D,[SYNTHETIC] Andhra Pradesh Multi-Modal Transit Terminal Hub (Pkg 21D),Urban Development,Andhra Pradesh,Reliance Infra - Astaldi JV,MMRDA,Ministry of Housing & Urban Affairs,2020-06-24,1701.2,51.6,52.4,-0.8,1.023,0,0.338,0.666,86.6,2.05,0.555,24.7,72.7,0.543,0.0,15,on_track,0,97.9,97.9,True,SYNTHETIC
SYN-TELC-AND-PKG-22E,[SYNTHETIC] Andaman & Nicobar 4G/5G Border & Island Connectivity (Pkg 22E),Telecom,Andaman & Nicobar,HFCL,BBNL (BharatNet),Ministry of Communications,2020-07-13,5214.2,35.5,36.4,-0.9,1.035,0,0.691,0.779,90.7,1.8,0.597,23.8,55.6,0.299,0.0,10,on_track,0,86.6,86.6,True,SYNTHETIC
SYN-HWAY-KER-PKG-23F,[SYNTHETIC] Kerala 4-Lane Ring Road Bypass (Pkg 23F),Highways,Kerala,Dilip Buildcon Ltd.,NHAI,Ministry of Road Transport and Highways,2020-07-20,3324.8,61.2,78.9,-17.7,1.418,18,0.688,0.841,45.1,1.17,0.782,41.5,59.7,0.431,0.0,98,high_risk,2,83.2,83.2,True,SYNTHETIC
SYN-RLWY-TAM-PKG-24G,[SYNTHETIC] Tamil Nadu Mountain Tunnel & Gauge Conversion (Pkg 24G),Railways,Tamil Nadu,Afcons Infrastructure,IRCON,Ministry of Railways,2020-07-20,3432.5,30.0,46.8,-16.8,1.417,6,0.39,0.608,53.8,0.75,0.798,27.9,55.8,0.359,0.0,101,high_risk,2,86.1,86.1,True,SYNTHETIC
SYN-RLWY-TAM-PKG-25H,[SYNTHETIC] Tamil Nadu Double Track Electrification Package (Pkg 25H),Railways,Tamil Nadu,Ircon International,RVNL,Ministry of Railways,2020-08-31,1798.7,47.0,53.0,-6.0,1.212,6,0.396,0.687,50.2,1.34,0.836,29.6,62.9,0.409,0.0,75,moderate,1,81.6,81.6,True,SYNTHETIC
SYN-POWR-PUD-PKG-01A,[SYNTHETIC] Puducherry 800kV HVDC Inter-Regional Dipole Line (Pkg 01A),Power,Puducherry,KEC International,SJVN,Ministry of Power,2020-09-01,2874.5,27.1,28.1,-1.0,0.934,0,0.284,0.582,90.4,2.02,0.618,31.4,59.0,0.26,0.0,18,on_track,0,96.7,96.7,True,SYNTHETIC
SYN-WATR-MAD-PKG-02B,[SYNTHETIC] Madhya Pradesh Multi-Purpose Barrage & Canal Network (Pkg 02B),Water,Madhya Pradesh,GVPR Engineers,Jal Nigam,Ministry of Jal Shakti,2020-09-04,2132.9,28.8,28.5,0.3,0.922,0,0.479,0.531,98.4,2.25,0.756,52.9,69.3,0.331,0.0,18,on_track,0,86.9,86.9,True,SYNTHETIC
SYN-TELC-MAD-PKG-03C,[SYNTHETIC] Madhya Pradesh Strategic Submarine OFC Coastal Terminal (Pkg 03C),Telecom,Madhya Pradesh,L&T Technology Services,TCIL,Ministry of Communications,2020-09-23,3040.8,63.9,73.1,-9.2,1.283,12,0.491,0.547,75.8,1.12,0.593,15.9,72.3,0.276,0.0,74,moderate,1,81.4,81.4,True,SYNTHETIC
SYN-HWAY-UTT-PKG-04D,[SYNTHETIC] Uttar Pradesh Economic Expressway Corridor (Pkg 04D),Highways,Uttar Pradesh,Tata Projects,MoRTH,Ministry of Road Transport and Highways,2020-09-26,3284.4,64.5,81.2,-16.7,1.358,6,0.298,0.525,50.9,1.2,0.714,49.9,62.6,0.405,0.0,109,high_risk,2,83.0,83.0,True,SYNTHETIC
SYN-RLWY-KAR-PKG-05E,[SYNTHETIC] Karnataka Mountain Tunnel & Gauge Conversion (Pkg 05E),Railways,Karnataka,Afcons Infrastructure,IRCON,Ministry of Railways,2020-11-01,2634.9,88.2,84.7,3.5,1.001,0,0.505,0.76,95.3,2.18,0.733,44.8,73.9,0.398,0.0,6,on_track,0,87.3,87.3,True,SYNTHETIC
SYN-RLWY-MAH-PKG-06F,[SYNTHETIC] Maharashtra Multi-Modal Terminal Railway Yard (Pkg 06F),Railways,Maharashtra,Siemens Rail India,IRCON,Ministry of Railways,2020-11-01,4187.8,44.3,51.5,-7.2,1.195,12,0.527,0.712,78.8,1.1,0.809,55.6,69.6,0.367,0.0,35,moderate,1,93.9,93.9,True,SYNTHETIC
SYN-WATR-RAJ-PKG-07G,[SYNTHETIC] Rajasthan Lift Irrigation Distribution System (Pkg 07G),Water,Rajasthan,Larsen & Toubro Water,Jal Nigam,Ministry of Jal Shakti,2020-11-05,3350.7,57.4,74.6,-17.2,1.15,12,0.288,0.149,62.1,1.12,0.731,35.3,67.7,0.284,0.0,135,high_risk,2,77.5,77.5,True,SYNTHETIC
SYN-URBN-HIM-PKG-08H,[SYNTHETIC] Himachal Pradesh Multi-Modal Transit Terminal Hub (Pkg 08H),Urban Development,Himachal Pradesh,Tata Projects,Maha Metro,Ministry of Housing & Urban Affairs,2020-11-19,3356.0,33.1,31.6,1.5,1.02,2,0.887,0.762,77.4,1.51,0.631,35.8,67.3,0.603,0.0,9,on_track,0,96.7,96.7,True,SYNTHETIC
SYN-URBN-BIH-PKG-09A,[SYNTHETIC] Bihar Metro Rail Elevated Rapid Transit Line (Pkg 09A),Urban Development,Bihar,Tata Projects,MMRDA,Ministry of Housing & Urban Affairs,2020-11-19,2955.2,38.0,43.3,-5.3,1.166,12,0.291,0.876,54.7,1.09,0.619,40.0,60.8,0.572,0.0,77,moderate,1,80.1,80.1,True,SYNTHETIC
SYN-HWAY-TEL-PKG-10B,[SYNTHETIC] Telangana 4-Lane Ring Road Bypass (Pkg 10B),Highways,Telangana,Afcons Infrastructure,NHAI,Ministry of Road Transport and Highways,2020-11-28,1147.2,34.4,64.8,-30.4,1.909,36,0.366,0.531,27.7,0.61,0.652,28.5,63.0,0.388,0.0,304,critical,2,87.8,87.8,True,SYNTHETIC
SYN-RLWY-KAR-PKG-11C,[SYNTHETIC] Karnataka High-Speed Bullet Rail Viaduct (Pkg 11C),Railways,Karnataka,Afcons Infrastructure,DFCCIL,Ministry of Railways,2020-12-21,2892.5,54.3,63.4,-9.1,1.205,12,0.447,0.725,65.3,1.04,0.801,27.7,59.7,0.351,0.0,88,moderate,1,92.8,92.8,True,SYNTHETIC
