id,name,sector,state,contractor,implementingAgency,ministry,startDate,sanctioned_cost_cr,physical_progress,planned_progress,progress_diff,expenditure_ratio,land_acq_delay_months,geo_difficulty,monsoon_flood_risk,utility_shifting_progress,contractor_liquidity,metrology_compliance_burden,weighbridge_calibration_gap_days,gatc_test_centre_lead_days,packaged_commodities_audit_risk,jan_vishwas_relief_index,delay_days,status,label
MSRDC-SAM-MAH-PKG-17B,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 17B - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-11-27,2177.3,42.4,51.0,-8.6,1.158,6,0.571,0.831,46.6,1.43,0.678,49.5,73.5,0.431,0.0,87,at_risk,1
NMIA-NAV-MUM-PKG-18C,Navi Mumbai International Airport Runway & Terminal (Pkg 18C - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-11-27,4344.9,12.8,30.3,-17.5,1.438,12,0.546,0.714,35.4,1.2,0.683,20.1,73.0,0.508,0.0,104,delayed,2
MSRDC-SAM-MAH-PKG-18D,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 18D - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-11-28,1451.9,26.5,42.1,-15.6,1.427,12,0.515,0.758,55.7,0.72,0.749,21.6,74.5,0.441,0.0,340,delayed,2
NMIA-NAV-MUM-PKG-19E,Navi Mumbai International Airport Runway & Terminal (Pkg 19E - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-11-29,4802.5,29.8,53.4,-23.6,1.647,36,0.567,0.808,81.5,0.98,0.596,28.4,71.9,0.541,0.0,383,delayed,2
MSRDC-SAM-MAH-PKG-19F,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 19F - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-11-30,4324.3,70.3,87.0,-16.7,1.157,2,0.559,0.756,30.2,0.71,0.745,27.5,59.0,0.399,0.0,31,at_risk,1
NMIA-NAV-MUM-PKG-20G,Navi Mumbai International Airport Runway & Terminal (Pkg 20G - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-11-30,4062.5,31.2,34.5,-3.3,0.914,6,0.504,0.707,55.6,1.78,0.634,32.1,64.1,0.552,0.0,11,on_track,0
MSRDC-SAM-MAH-PKG-20H,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 20H - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-03,3954.2,83.9,89.9,-6.0,0.95,2,0.569,0.767,94.9,1.28,0.723,41.3,75.0,0.456,0.0,14,on_track,0
NMIA-NAV-MUM-PKG-21A,Navi Mumbai International Airport Runway & Terminal (Pkg 21A - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-03,2688.6,37.8,56.8,-19.0,1.284,0,0.479,0.834,40.8,1.75,0.586,23.3,74.5,0.557,0.0,51,at_risk,1
MSRDC-SAM-MAH-PKG-21B,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 21B - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-03,1604.4,36.8,49.9,-13.1,1.392,24,0.539,0.759,73.8,1.92,0.615,50.4,68.1,0.448,0.0,237,delayed,2
NMIA-NAV-MUM-PKG-22C,Navi Mumbai International Airport Runway & Terminal (Pkg 22C - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-04,4756.5,25.6,36.2,-10.6,1.164,6,0.52,0.737,71.8,1.08,0.623,44.1,60.1,0.57,0.0,75,at_risk,1
MSRDC-SAM-MAH-PKG-22D,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 22D - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-05,3254.3,33.1,41.9,-8.8,1.142,0,0.534,0.679,44.1,1.85,0.705,43.2,69.3,0.497,0.0,37,at_risk,1
NMIA-NAV-MUM-PKG-23E,Navi Mumbai International Airport Runway & Terminal (Pkg 23E - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-05,2208.3,79.1,80.5,-1.4,1.02,6,0.548,0.706,69.7,0.95,0.645,36.0,68.1,0.566,0.0,19,on_track,0
MSRDC-SAM-MAH-PKG-23F,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 23F - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-05,535.6,88.2,88.5,-0.3,1.15,6,0.5,0.703,42.8,1.6,0.772,43.9,63.2,0.402,0.0,29,on_track,0
NMIA-NAV-MUM-PKG-24G,Navi Mumbai International Airport Runway & Terminal (Pkg 24G - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-05,1259.4,47.2,51.7,-4.5,1.009,0,0.501,0.752,77.1,2.08,0.535,25.2,71.3,0.542,0.0,5,on_track,0
MSRDC-SAM-MAH-PKG-24H,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 24H - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-06,456.9,35.1,38.8,-3.7,1.228,0,0.505,0.803,52.3,0.73,0.902,27.6,62.9,0.559,0.0,60,at_risk,1
NMIA-NAV-MUM-PKG-25A,Navi Mumbai International Airport Runway & Terminal (Pkg 25A - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-08,5141.7,82.9,90.2,-7.3,1.3,0,0.585,0.784,57.1,1.62,0.558,43.7,66.1,0.484,0.0,75,at_risk,1
MSRDC-SAM-MAH-PKG-25B,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 25B - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-09,5100.2,69.5,73.0,-3.5,0.997,0,0.551,0.729,69.8,1.52,0.804,55.9,72.0,0.32,0.0,67,at_risk,1
NMIA-NAV-MUM-PKG-26C,Navi Mumbai International Airport Runway & Terminal (Pkg 26C - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-09,2511.9,67.3,68.1,-0.8,0.85,2,0.538,0.719,46.2,1.49,0.642,35.0,59.4,0.524,0.0,17,on_track,0
MSRDC-SAM-MAH-PKG-26D,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 26D - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-09,744.9,51.0,66.2,-15.2,1.224,0,0.535,0.798,59.9,2.17,0.757,52.4,70.7,0.359,0.0,34,at_risk,1
NMIA-NAV-MUM-PKG-27E,Navi Mumbai International Airport Runway & Terminal (Pkg 27E - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-11,5142.9,17.8,40.7,-22.9,1.426,2,0.584,0.727,40.2,1.78,0.495,28.9,59.1,0.601,0.0,267,delayed,2
MSRDC-SAM-MAH-PKG-27F,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 27F - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-11,4416.8,68.8,77.1,-8.3,1.198,6,0.541,0.773,77.2,1.17,0.657,41.3,58.4,0.556,0.0,38,at_risk,1
NMIA-NAV-MUM-PKG-28G,Navi Mumbai International Airport Runway & Terminal (Pkg 28G - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-12,4595.7,87.6,94.6,-7.0,1.083,0,0.547,0.727,42.9,1.1,0.615,36.0,60.0,0.47,0.0,48,at_risk,1
MSRDC-SAM-MAH-PKG-28H,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 28H - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-12,1069.2,46.9,52.2,-5.3,1.267,0,0.53,0.828,67.8,1.72,0.78,50.9,63.4,0.37,0.0,44,at_risk,1
NMIA-NAV-MUM-PKG-29A,Navi Mumbai International Airport Runway & Terminal (Pkg 29A - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-12,2381.2,37.7,42.5,-4.8,1.109,6,0.552,0.731,61.1,2.11,0.615,34.7,71.5,0.519,0.0,86,at_risk,1
MSRDC-SAM-MAH-PKG-29B,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 29B - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-13,4176.7,24.8,30.8,-6.0,1.067,2,0.54,0.676,88.5,1.6,0.727,39.9,67.7,0.334,0.0,51,at_risk,1
NMIA-NAV-MUM-PKG-30C,Navi Mumbai International Airport Runway & Terminal (Pkg 30C - Maharashtra),Urban Development,Maharashtra,Tata Projects,NMIAL / CIDCO,Ministry of Civil Aviation,2018-12-14,3988.1,37.7,60.3,-22.6,1.234,0,0.512,0.75,63.6,2.03,0.666,35.9,66.3,0.438,0.0,381,delayed,2
MSRDC-SAM-MAH-PKG-30D,Samruddhi Mahamarg Phase 3 (Igatpuri-Thane) (Pkg 30D - Maharashtra),Highways,Maharashtra,Afcons Infrastructure,MSRDC,MoRTH / Maharashtra PWD,2018-12-14,2637.6,79.5,81.3,-1.8,0.984,2,0.567,0.801,77.6,1.66,0.757,27.4,55.8,0.386,0.0,8,on_track,0
NFR-JIR-IMP-PKG-01A,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 1A - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-15,4038.8,33.8,46.7,-12.9,1.542,2,0.877,0.892,67.8,0.96,0.759,46.3,63.6,0.427,0.0,249,delayed,2
MORTH-IMP-RNG-PKG-01B,Imphal Urban Ring Road Bypass Package (Pkg 1B - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-15,1699.5,25.2,36.4,-11.2,1.467,2,0.818,0.835,46.1,1.39,0.668,51.6,63.1,0.526,0.0,266,delayed,2
NFR-JIR-IMP-PKG-02C,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 2C - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-15,1114.5,72.2,75.4,-3.2,1.03,2,0.819,0.911,93.0,2.15,0.742,57.3,67.7,0.498,0.0,19,on_track,0
MORTH-IMP-RNG-PKG-02D,Imphal Urban Ring Road Bypass Package (Pkg 2D - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-16,4976.3,65.2,75.6,-10.4,0.958,0,0.878,0.863,58.3,1.51,0.787,46.3,73.8,0.541,0.0,70,at_risk,1
NFR-JIR-IMP-PKG-03E,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 3E - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-17,2671.1,14.1,35.5,-21.4,1.351,6,0.816,0.737,91.8,0.94,0.715,30.3,71.8,0.395,0.0,414,delayed,2
MORTH-IMP-RNG-PKG-03F,Imphal Urban Ring Road Bypass Package (Pkg 3F - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-17,2331.2,31.0,32.8,-1.8,1.023,0,0.91,0.774,78.0,1.52,0.752,52.6,59.1,0.416,0.0,13,on_track,0
NFR-JIR-IMP-PKG-04G,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 4G - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-20,1270.8,16.0,46.2,-30.2,1.57,2,0.87,0.82,56.5,1.81,0.81,56.9,73.3,0.384,0.0,324,delayed,2
MORTH-IMP-RNG-PKG-04H,Imphal Urban Ring Road Bypass Package (Pkg 4H - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-26,2952.9,75.4,87.6,-12.2,1.296,0,0.896,0.92,79.4,1.49,0.71,31.2,65.5,0.427,0.0,65,at_risk,1
NFR-JIR-IMP-PKG-05A,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 5A - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-27,1265.2,41.0,60.8,-19.8,1.651,2,0.804,0.77,33.6,1.12,0.786,44.8,65.5,0.254,0.0,172,delayed,2
MORTH-IMP-RNG-PKG-05B,Imphal Urban Ring Road Bypass Package (Pkg 5B - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-29,2653.0,88.3,90.8,-2.5,1.289,12,0.842,0.761,99.4,1.47,0.738,29.3,68.7,0.517,0.0,67,at_risk,1
NFR-JIR-IMP-PKG-06C,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 6C - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-30,1185.9,66.9,81.5,-14.6,1.382,12,0.904,0.777,94.9,1.74,0.787,46.4,59.9,0.384,0.0,344,delayed,2
MORTH-IMP-RNG-PKG-06D,Imphal Urban Ring Road Bypass Package (Pkg 6D - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-30,3328.1,65.0,82.5,-17.5,1.549,24,0.893,0.793,82.3,1.78,0.927,40.2,55.9,0.497,0.0,116,delayed,2
NFR-JIR-IMP-PKG-07E,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 7E - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-30,1540.1,29.5,40.9,-11.4,1.287,12,0.822,0.819,34.2,1.14,0.756,42.9,74.8,0.46,0.0,88,at_risk,1
MORTH-IMP-RNG-PKG-07F,Imphal Urban Ring Road Bypass Package (Pkg 7F - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2018-12-30,922.8,52.7,59.6,-6.9,1.075,2,0.846,0.834,68.7,1.98,0.634,33.1,57.0,0.531,0.0,45,at_risk,1
NFR-JIR-IMP-PKG-08G,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 8G - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2018-12-30,1424.4,29.2,34.6,-5.4,1.432,2,0.835,0.805,70.9,1.79,0.72,45.5,61.3,0.35,0.0,46,at_risk,1
MORTH-IMP-RNG-PKG-08H,Imphal Urban Ring Road Bypass Package (Pkg 8H - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2019-01-02,507.2,59.5,64.7,-5.2,0.862,2,0.921,0.765,97.8,1.69,0.804,25.7,58.1,0.488,0.0,17,on_track,0
NFR-JIR-IMP-PKG-09A,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 9A - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2019-01-04,470.0,34.8,47.3,-12.5,1.414,2,0.863,0.766,55.2,0.74,0.831,49.1,67.8,0.353,0.0,472,delayed,2
MORTH-IMP-RNG-PKG-09B,Imphal Urban Ring Road Bypass Package (Pkg 9B - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2019-01-04,1522.6,74.6,81.6,-7.0,1.289,0,0.792,0.849,39.3,1.41,0.731,24.8,69.9,0.432,0.0,84,at_risk,1
NFR-JIR-IMP-PKG-10C,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 10C - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2019-01-04,3531.4,54.3,64.8,-10.5,1.826,6,0.862,0.819,72.7,0.72,0.749,42.7,72.4,0.403,0.0,106,delayed,2
MORTH-IMP-RNG-PKG-10D,Imphal Urban Ring Road Bypass Package (Pkg 10D - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2019-01-05,4194.6,48.1,69.9,-21.8,1.784,2,0.811,0.807,75.2,1.51,0.878,42.4,67.9,0.503,0.0,139,delayed,2
NFR-JIR-IMP-PKG-11E,Jiribam-Imphal Broad Gauge Rail (Bridge 164) (Pkg 11E - Manipur),Railways,Manipur,HCC - Vensar JV,Northeast Frontier Railway,Ministry of Railways,2019-01-06,3089.2,35.1,47.9,-12.8,1.932,24,0.932,0.868,55.3,1.26,0.721,28.2,59.0,0.448,0.0,516,delayed,2
MORTH-IMP-RNG-PKG-11F,Imphal Urban Ring Road Bypass Package (Pkg 11F - Manipur),Highways,Manipur,BSCPL Infrastructure,NHIDCL,MoRTH,2019-01-07,4451.8,21.5,34.7,-13.2,1.436,6,0.904,0.79,83.1,2.2,0.711,53.4,73.0,0.479,0.0,436,delayed,2
NHIDCL-SHL-DWK-PKG-01A,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 1A - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-08,1682.4,44.7,54.2,-9.5,1.323,24,0.744,0.936,89.5,1.96,0.743,48.6,65.2,0.374,0.0,246,delayed,2
NFR-BYR-SHL-PKG-01B,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 1B - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-08,3341.6,75.9,83.4,-7.5,1.084,0,0.922,0.99,57.2,1.82,0.779,61.5,56.5,0.513,0.0,70,at_risk,1
NHIDCL-SHL-DWK-PKG-02C,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 2C - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-09,3645.8,24.4,33.7,-9.3,1.064,0,0.804,0.99,85.0,0.84,0.835,28.4,58.8,0.467,0.0,88,at_risk,1
NFR-BYR-SHL-PKG-02D,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 2D - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-13,427.9,52.6,76.2,-23.6,1.575,0,0.806,0.828,80.5,1.63,0.807,64.1,57.0,0.305,0.0,171,delayed,2
NHIDCL-SHL-DWK-PKG-03E,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 3E - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-13,2024.7,80.3,92.3,-12.0,1.095,6,0.805,0.95,75.8,0.8,0.813,55.7,61.4,0.504,0.0,31,at_risk,1
NFR-BYR-SHL-PKG-03F,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 3F - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-13,1939.8,66.5,68.1,-1.6,1.232,12,0.803,0.959,84.2,2.1,0.706,41.0,57.8,0.442,0.0,70,at_risk,1
NHIDCL-SHL-DWK-PKG-04G,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 4G - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-16,1428.1,70.4,82.8,-12.4,1.342,12,0.832,0.894,83.8,1.89,0.834,53.8,72.6,0.333,0.0,324,delayed,2
NFR-BYR-SHL-PKG-04H,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 4H - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-17,4427.1,64.5,77.8,-13.3,1.507,12,0.779,0.94,84.9,2.09,0.898,27.4,70.1,0.325,0.0,342,delayed,2
NHIDCL-SHL-DWK-PKG-05A,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 5A - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-17,1510.8,51.0,50.7,0.3,0.988,0,0.877,0.954,57.7,1.07,0.646,25.3,60.8,0.418,0.0,27,on_track,0
NFR-BYR-SHL-PKG-05B,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 5B - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-20,1727.3,50.3,58.7,-8.4,1.262,24,0.813,0.99,44.8,0.74,0.678,31.2,65.7,0.567,0.0,136,delayed,2
NHIDCL-SHL-DWK-PKG-06C,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 6C - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-20,1882.1,35.6,69.2,-33.6,1.418,0,0.888,0.947,65.8,1.08,0.752,35.9,58.2,0.406,0.0,275,delayed,2
NFR-BYR-SHL-PKG-06D,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 6D - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-21,4499.9,66.9,83.3,-16.4,1.574,0,0.767,0.904,49.8,1.44,0.807,59.4,65.2,0.418,0.0,100,delayed,2
NHIDCL-SHL-DWK-PKG-07E,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 7E - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-22,1233.2,44.4,53.3,-8.9,1.155,0,0.863,0.99,73.3,1.36,0.788,31.8,70.6,0.469,0.0,31,at_risk,1
NFR-BYR-SHL-PKG-07F,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 7F - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-23,1015.7,84.5,89.8,-5.3,1.077,0,0.837,0.928,65.5,1.68,0.651,55.1,70.7,0.391,0.0,39,at_risk,1
NHIDCL-SHL-DWK-PKG-08G,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 8G - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-01-24,4880.1,78.7,81.6,-2.9,1.136,0,0.844,0.984,95.2,1.51,0.692,41.9,68.9,0.417,0.0,59,at_risk,1
NFR-BYR-SHL-PKG-08H,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 8H - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-01-25,3987.2,44.5,61.2,-16.7,1.506,6,0.893,0.99,33.4,1.75,0.98,33.5,66.6,0.497,0.0,491,delayed,2
NHIDCL-SHL-DWK-PKG-09A,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 9A - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-02-02,1723.3,42.7,63.0,-20.3,1.307,0,0.769,0.95,47.3,0.87,0.746,27.5,66.2,0.521,0.0,513,delayed,2
NFR-BYR-SHL-PKG-09B,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 9B - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-02-02,4773.1,26.7,43.9,-17.2,1.459,2,0.865,0.942,50.0,2.07,0.846,35.4,70.6,0.391,0.0,376,delayed,2
NHIDCL-SHL-DWK-PKG-10C,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 10C - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-02-02,4216.2,26.0,51.5,-25.5,1.119,2,0.815,0.921,92.9,2.2,0.683,55.0,70.1,0.464,0.0,132,delayed,2
NFR-BYR-SHL-PKG-10D,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 10D - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-02-05,2776.6,48.7,66.2,-17.5,1.516,0,0.824,0.892,75.7,1.71,0.951,26.3,68.7,0.383,0.0,537,delayed,2
NHIDCL-SHL-DWK-PKG-11E,Shillong-Dawki Highway (NH-40 JICA Corridor) (Pkg 11E - Meghalaya),Highways,Meghalaya,SS Infrastructure,NHIDCL,MoRTH,2019-02-07,2844.2,42.0,48.3,-6.3,1.267,0,0.837,0.897,30.6,0.96,0.65,50.5,57.3,0.391,0.0,49,at_risk,1
NFR-BYR-SHL-PKG-11F,Byrnihat-Shillong Strategic Rail Connectivity (Pkg 11F - Meghalaya),Railways,Meghalaya,L&T Construction,Northeast Frontier Railway,Ministry of Railways,2019-02-07,1073.3,45.0,64.7,-19.7,1.827,0,0.894,0.945,31.9,1.51,0.767,37.3,59.2,0.4,0.0,285,delayed,2
NFR-BAI-SAI-PKG-01A,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 1A - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-08,2867.3,24.5,34.2,-9.7,1.215,2,0.898,0.716,98.7,1.94,0.72,35.9,73.2,0.452,0.0,35,at_risk,1
NHIDCL-SEL-LNG-PKG-01B,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 1B - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-10,2893.7,55.7,67.5,-11.8,1.004,2,0.792,0.776,41.5,1.37,0.971,38.1,67.1,0.401,0.0,88,at_risk,1
NFR-BAI-SAI-PKG-02C,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 2C - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-10,3776.1,35.5,59.2,-23.7,1.729,0,0.881,0.813,31.1,1.35,0.815,48.4,63.6,0.429,0.0,511,delayed,2
NHIDCL-SEL-LNG-PKG-02D,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 2D - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-10,4421.1,57.0,77.4,-20.4,1.578,12,0.798,0.73,64.4,1.92,0.756,55.5,63.1,0.273,0.0,514,delayed,2
NFR-BAI-SAI-PKG-03E,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 3E - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-12,381.5,10.3,37.3,-27.0,1.564,0,0.831,0.735,66.9,1.08,0.682,50.7,72.3,0.331,0.0,120,delayed,2
NHIDCL-SEL-LNG-PKG-03F,Seling-Lungsen Kaladan Multimodal Road Link (Pkg 3F - Mizoram),Highways,Mizoram,Dharampal Satyapal Ltd.,NHIDCL,MoRTH,2019-02-12,832.6,85.1,86.7,-1.6,0.914,6,0.818,0.79,49.7,0.68,0.613,54.5,65.8,0.369,0.0,15,on_track,0
NFR-BAI-SAI-PKG-04G,Bairabi-Sairang Rail Link (51 km to Aizawl) (Pkg 4G - Mizoram),Railways,Mizoram,ABCIPL - Megha JV,Northeast Frontier Railway,Ministry of Railways,2019-02-13,4560.5,55.5,82.5,-27.0,1.284,24,0.915,0.812,60.4,1.28,0.745,59.9,62.4,0.342,0.0,237,delayed,2
